,body type,Kilometers driven,Transmission type,Number of owners,car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of Doors,City
7733,8,10000,1,1,63,2022,1399000.0,4,5,5,1498.0,18.6,86,0,0,1,170,4,5
7734,8,23227,1,2,180,2021,690000.0,4,5,5,1197.0,22.41,86,0,0,1,170,4,5
7735,8,3089,1,3,163,2019,714000.0,4,4,5,1462.0,21.56,110,0,0,4,170,4,5
7736,8,28546,1,1,59,2019,600000.0,4,5,5,1199.0,18.6,51,0,0,1,170,4,5
7737,2,85435,1,1,77,2016,342000.0,4,4,5,1197.0,18.9,84,0,0,4,165,5,5
7738,8,20000,0,2,234,2016,5000000.0,1,5,5,2967.0,17.85,8,3,0,4,259,5,5
7739,2,83124,1,2,61,2012,208000.0,4,0,5,1198.0,19.4,116,0,0,4,170,5,5
7740,8,87859,1,2,282,2014,279000.0,4,4,5,1496.0,16.78,86,0,0,4,180,4,5
7741,8,65000,1,1,63,2017,600000.0,1,5,5,1498.0,26.0,14,3,0,4,175,4,5
7742,7,50000,0,1,141,2018,1450000.0,1,5,7,2696.0,11.18,8,3,0,4,194,5,5
7743,8,80000,1,3,282,2012,225000.0,4,5,5,1496.0,17.6,86,0,0,4,170,4,5
7744,2,25000,1,1,77,2018,400000.0,4,0,5,1197.0,18.9,110,0,0,4,165,5,5
7745,8,120000,1,1,0,2014,120000.0,1,5,5,1995.0,12.8,140,0,0,4,170,5,5
7746,2,3000,1,1,90,2019,625000.0,4,0,5,1197.0,18.6,57,0,0,4,170,5,5
7747,2,37001,1,1,77,2018,385000.0,4,0,5,1197.0,18.9,57,0,0,4,170,5,5
7748,2,39000,1,1,179,2013,335000.0,4,0,5,1197.0,18.6,110,0,0,4,160,5,5
7749,8,20000,0,1,63,2020,985000.0,4,5,5,1497.0,17.4,8,0,0,4,178,4,5
7750,8,103033,1,3,87,2015,271000.0,1,4,5,1120.0,24.4,86,3,0,4,156,4,5
7751,2,25968,1,1,77,2017,481000.0,4,0,5,1197.0,18.9,116,0,0,4,165,5,5
7752,2,150000,1,2,184,2004,75000.0,4,5,5,998.0,18.9,140,0,0,4,170,4,5
7753,2,11798,1,1,184,2020,555000.0,4,4,5,1197.0,20.52,116,0,0,4,170,5,5
7754,8,65814,1,1,296,2017,430000.0,4,4,5,1198.0,17.0,138,0,0,4,170,4,5
7755,7,69007,1,1,107,2021,1200000.0,4,0,5,1497.0,16.8,138,0,0,1,170,5,5
7756,2,71420,1,1,179,2012,286000.0,1,0,5,1248.0,22.9,9,3,0,4,158,5,5
7757,2,10000,1,1,78,2021,680000.0,4,5,5,1197.0,20.7,9,0,0,1,170,5,5
7758,2,9817,1,1,39,2020,349000.0,4,0,5,799.0,20.71,116,0,0,4,170,5,5
7759,2,124206,1,2,160,2018,347000.0,4,0,5,998.0,25.24,138,0,0,1,170,5,5
7760,2,50000,1,2,187,2002,48000.0,4,5,5,993.0,17.3,86,0,0,4,145,5,5
7761,2,50000,1,2,184,2009,125000.0,4,5,5,1061.0,18.9,86,0,0,4,170,4,5
7762,7,1062,0,1,239,2023,785000.0,4,0,5,999.0,19.03,116,0,0,1,170,5,5
7763,2,10000,1,1,77,2018,490000.00000000006,4,5,5,1197.0,18.9,86,0,0,4,165,5,5
7764,4,10000,1,1,290,2019,1700000.0,1,5,7,2393.0,13.68,86,3,0,4,170,5,5
7765,2,20000,1,1,77,2015,350000.0,4,5,5,1197.0,18.9,86,0,0,4,165,5,5
7766,8,68000,1,1,63,2015,400000.0,1,5,5,1498.0,26.0,14,3,0,4,190,4,5
7767,2,65000,1,1,300,2016,365000.0,4,4,5,1199.0,16.2,116,0,0,4,165,5,5
7768,2,30000,1,2,179,2016,400000.0,4,5,5,1197.0,20.4,86,0,0,4,165,5,5
7769,2,60000,1,2,74,2016,255000.0,4,5,5,814.0,21.1,138,0,0,4,135,5,5
7770,8,45699,0,2,180,2017,601000.0,4,4,5,1197.0,21.21,9,0,0,4,170,4,5
7771,2,81575,1,1,89,2011,216000.0,4,0,5,1197.0,20.36,116,0,0,4,170,4,5
7772,8,42000,0,1,63,2017,670000.0,4,0,5,1497.0,18.0,149,0,0,4,195,4,5
7773,8,32092,1,1,86,2018,719000.0,4,0,5,1368.0,19.1,8,0,0,4,170,4,5
7774,2,65916,1,3,82,2010,142000.0,4,4,5,1086.0,19.26500376081233,116,0,0,4,141,5,5
7775,8,30000,0,1,197,2019,3200000.0,1,5,5,1950.0,12.6,86,3,0,4,240,4,5
7776,7,8559,1,1,122,2023,1820000.0,1,0,5,1956.0,19.26500376081233,66,3,0,4,170,5,5
7777,4,50000,1,1,165,2017,750000.0,1,5,7,1248.0,24.52,86,3,0,4,160,5,5
7778,7,9169,1,1,269,2022,827000.0,4,4,5,1199.0,20.09,56,0,0,1,170,5,5
7779,8,45275,1,1,180,2018,475000.0,4,0,5,1197.0,21.21,86,0,0,4,170,4,5
7780,2,70000,1,2,82,2010,120000.0,4,5,5,1086.0,19.26500376081233,86,0,0,4,141,5,5
7781,2,90000,1,4,184,2011,145000.0,4,5,5,998.0,18.9,86,0,0,4,170,4,5
7782,2,70000,1,2,155,2015,210000.0,4,5,5,796.0,22.74,86,0,0,4,140,5,5
7783,8,50000,0,1,15,2017,2490000.0,1,5,5,1995.0,21.76,86,3,0,4,226,4,5
7784,2,30000,1,1,155,2019,330000.0,4,5,5,796.0,22.05,86,0,0,4,170,5,5
7785,8,10000,0,1,63,2021,1400000.0,4,5,5,1498.0,18.3,86,0,0,1,170,4,5
7786,7,80000,1,2,50,2017,525000.0,1,5,5,1498.0,22.77,86,3,0,4,182,5,5
7787,2,40000,1,1,89,2012,280000.0,4,5,5,1197.0,20.36,116,0,0,4,170,4,5
7788,2,30000,1,1,77,2017,430000.0,4,5,5,1197.0,18.9,86,0,0,4,165,5,5
7789,8,80000,1,1,260,2009,115000.0,1,5,5,1405.0,19.61,138,3,0,4,170,4,5
7790,2,65180,1,2,90,2019,598000.0,4,0,5,1197.0,18.6,9,0,0,4,170,5,5
7791,2,110190,1,1,77,2015,271000.0,4,0,5,1197.0,18.9,110,0,0,4,165,5,5
7792,2,50000,1,2,155,2019,276000.0,4,5,5,796.0,24.7,86,0,0,3,140,5,5
7793,2,45550,1,2,175,2014,248000.0,4,0,5,1197.0,18.5,86,0,0,4,156,5,5
7794,2,14756,1,1,179,2021,592000.0,4,0,5,1197.0,22.38,116,0,0,1,170,5,5
7795,2,30000,1,2,156,2017,290000.0,4,5,5,998.0,23.95,86,0,0,4,145,5,5
7796,2,63179,1,1,77,2015,341000.0,4,0,5,1197.0,18.9,86,0,0,4,165,5,5
7797,8,32344,0,1,17,2017,3600000.0,1,0,5,1995.0,20.37,138,2,0,4,235,4,5
7798,2,17436,1,1,300,2019,547000.0,4,4,5,999.0,17.74,9,0,0,1,170,5,5
7799,8,52130,1,1,163,2018,566000.0,4,5,5,1462.0,21.56,9,0,0,4,170,4,5
7800,2,60000,1,1,155,2018,280000.0,4,5,5,796.0,24.7,86,0,0,4,140,5,5
7801,8,46315,1,1,52,2014,285000.0,1,0,5,1498.0,25.01,14,3,0,4,160,4,5
7802,8,65000,1,1,87,2015,299000.0,4,4,5,1197.0,19.1,9,0,0,4,172,4,5
7803,2,90000,1,1,77,2014,270000.0,1,5,5,1120.0,24.0,86,0,0,4,157,5,5
7804,8,32395,1,1,63,2017,699000.0,4,0,5,1497.0,17.4,14,0,0,4,189,4,5
7805,7,89331,1,1,147,2016,850000.0,1,5,7,2179.0,16.0,116,3,0,4,185,5,5
7806,8,10000,0,1,63,2020,1250000.0,4,5,5,1497.0,17.4,86,0,0,4,195,4,5
7807,7,20000,1,1,133,2016,400000.0,4,5,6,1198.0,18.15,110,0,0,4,160,5,5
7808,2,10000,1,1,39,2020,354000.0,4,5,5,999.0,21.7,86,0,0,4,170,5,5
7809,7,36374,1,1,85,2019,850000.0,1,5,5,1396.0,23.7,138,0,0,4,170,5,5
7810,7,20801,1,1,225,2021,669000.0,4,0,5,999.0,20.0,8,3,0,1,170,5,5
7811,2,43214,1,1,90,2019,481000.0,4,0,5,1197.0,18.6,110,0,0,4,170,5,5
7812,7,20000,1,1,101,2021,2400000.0,1,5,5,1956.0,17.1,86,3,0,4,170,5,5
7813,7,31584,1,1,147,2021,1170000.0,1,4,7,2179.0,19.26500376081233,138,3,0,4,170,5,5
7814,7,88755,1,1,73,2016,619000.0,1,0,5,1396.0,21.38,86,0,0,4,165,5,5
7815,4,50000,0,1,165,2018,875000.0,4,5,7,1373.0,17.03,86,0,0,4,164,5,5
7816,2,7277,0,1,238,2020,518000.0,4,4,5,999.0,22.0,86,0,0,1,170,5,5
7817,8,44200,1,1,63,2014,450000.0,1,5,5,1498.0,26.0,138,3,0,4,190,4,5
7818,2,36920,1,3,61,2014,235000.0,4,0,5,1198.0,19.4,14,0,0,4,164,5,5
7819,2,14567,1,1,179,2021,620000.0,4,4,5,1197.0,22.38,116,0,0,1,170,5,5
7820,8,19858,0,1,17,2019,3950000.0,1,0,5,1995.0,18.12,57,3,0,4,231,4,5
7821,2,40000,1,1,134,2018,450000.0,1,5,6,1198.0,25.32,110,3,0,4,160,5,5
7822,2,30000,1,2,184,2012,250000.0,4,5,5,998.0,18.9,86,0,0,4,170,4,5
7823,8,50000,1,1,86,2018,880000.0000000001,4,5,5,1591.0,17.0,86,0,0,4,170,4,5
7824,2,19000,1,1,162,2018,425000.0,4,0,5,998.0,21.63,84,0,0,1,170,5,5
7825,7,86331,0,2,9,2014,1100000.0,1,0,5,1968.0,12.8,9,3,0,4,200,4,5
7826,7,15215,0,1,114,2021,6200000.0,1,0,5,1997.0,19.26500376081233,113,3,0,4,221,5,5
7827,8,5700,0,2,17,2022,5799000.0,1,5,5,1995.0,20.37,8,1,0,1,170,4,5
7828,7,22887,0,1,148,2022,1950000.0,4,0,5,1999.0,19.26500376081233,32,3,0,4,170,5,5
7829,2,10000,1,1,273,2022,580000.0,4,5,5,1199.0,20.09,8,0,0,1,170,5,5
7830,7,4603,1,1,265,2021,890000.0,4,6,5,1199.0,17.33,56,0,0,1,170,5,5
7831,2,7291,1,1,160,2022,626000.0,4,4,5,998.0,24.97,116,0,0,1,170,5,5
7832,2,2179,1,1,78,2022,753000.0,4,0,5,1197.0,20.7,9,0,0,1,170,5,5
7833,2,26226,1,1,77,2017,355000.0,4,5,5,1197.0,18.9,86,0,0,4,165,5,5
7834,2,35000,1,1,300,2016,399000.0,1,0,5,1498.0,20.14,84,3,0,4,163,5,5
7835,2,24622,1,3,74,2014,209000.0,4,4,5,814.0,21.1,86,0,0,4,135,5,5
7836,8,60000,1,1,137,2009,125000.0,1,5,5,1461.0,19.2,55,0,0,4,148,4,5
7837,2,37647,1,1,89,2011,199000.0,4,4,5,1197.0,20.36,110,0,0,4,170,4,5
7838,7,57321,1,1,236,2014,354000.0,1,4,5,1461.0,20.45,116,3,0,4,170,5,5
7839,4,67020,0,1,257,2017,725000.0,1,0,7,2179.0,17.6,9,3,0,4,170,5,5
7840,7,20000,0,1,239,2022,1050000.0,4,5,5,999.0,18.24,86,3,0,1,170,5,5
7841,7,65000,1,1,73,2015,500000.0,1,5,5,1582.0,19.67,138,3,0,4,190,5,5
7842,7,60000,1,1,73,2015,550000.0,4,5,5,1591.0,15.29,86,0,0,4,165,5,5
7843,2,30000,1,1,74,2014,225000.0,4,5,5,814.0,21.1,86,0,0,4,135,5,5
7844,2,70000,1,1,155,2014,180000.0,4,5,5,796.0,22.74,86,0,0,4,140,5,5
7845,2,50000,1,1,54,2010,165000.0,4,5,5,1196.0,15.6,56,0,0,4,148,5,5
7846,4,24000,1,1,67,2016,499000.0,4,4,7,1497.0,17.3,14,0,0,4,160,5,5
7847,2,50000,1,2,89,2010,170000.0,4,5,5,1197.0,20.36,86,0,0,4,170,4,5
7848,7,40000,1,1,69,2017,570000.0,4,5,5,1199.0,17.5,8,0,0,1,164,5,5
7849,7,71521,1,1,73,2016,627000.0,4,4,5,1591.0,15.29,116,0,0,4,165,5,5
7850,2,42267,1,1,253,2020,471000.0,4,4,5,1199.0,19.33,110,0,0,1,170,5,5
7851,2,80000,1,4,179,2010,165000.0,4,5,5,1197.0,16.1,86,3,0,4,160,5,5
7852,8,57986,0,1,163,2018,728000.0,4,0,5,1373.0,19.12,9,0,0,4,190,4,5
7853,2,17252,0,1,274,2022,659000.0,4,0,5,1199.0,20.09,56,0,0,1,170,5,5
7854,2,70000,1,2,188,2010,120000.0,4,5,5,998.0,19.0,86,0,0,4,160,5,5
7855,7,20817,1,1,147,2017,819999.9999999999,1,5,7,2179.0,16.0,86,3,0,4,185,5,5
7856,7,10000,0,1,101,2022,2600000.0,4,5,5,1368.0,14.1,55,0,0,4,170,5,5
7857,8,39579,1,1,180,2010,222000.00000000003,4,0,5,1197.0,22.41,86,0,0,1,170,4,5
7858,2,21477,1,3,74,2014,206000.0,4,0,5,814.0,21.1,116,0,0,4,135,5,5
7859,8,36899,0,1,198,2017,1850000.0,1,0,5,2143.0,17.9,116,3,0,4,220,4,5
7860,4,55000,1,1,165,2016,625000.0,1,5,7,1248.0,24.52,138,3,0,4,160,5,5
7861,2,9000,1,1,78,2021,650000.0,4,4,5,998.0,20.7,138,3,0,1,170,5,5
7862,2,40000,1,1,54,2010,175000.0,4,5,5,1196.0,15.6,86,0,0,4,148,5,5
7863,8,20000,1,1,86,2019,899000.0,4,0,5,1591.0,17.0,57,0,0,4,170,4,5
7864,7,120000,1,2,138,2016,850000.0,1,5,7,1997.0,15.4,86,3,0,4,160,5,5
7865,2,30000,1,2,156,2017,280000.0,4,5,5,998.0,23.95,86,0,0,4,145,5,5
7866,7,60000,0,1,265,2021,900000.0,4,5,5,1199.0,16.35,86,3,0,4,170,5,5
7867,7,10000,1,1,101,2021,2550000.0,1,5,5,1956.0,17.1,110,3,0,4,170,5,5
7868,7,55330,1,1,101,2017,1170000.0,1,0,5,1956.0,16.3,138,3,0,4,170,5,5
7869,8,32152,1,1,180,2015,384000.0,4,0,5,1197.0,22.41,86,0,0,1,170,4,5
7870,2,66906,1,2,77,2014,292000.0,4,4,5,1197.0,18.9,116,0,0,4,165,5,5
7871,7,56000,1,1,73,2016,700000.0,1,5,5,1582.0,19.67,138,3,0,4,190,5,5
7872,2,23055,1,1,300,2020,647000.0,4,4,5,999.0,18.24,110,3,0,1,170,5,5
7873,7,68132,1,1,235,2018,686000.0,1,0,5,1461.0,20.37,110,3,0,4,170,5,5
7874,2,60000,1,2,258,2011,140000.0,1,5,5,1248.0,18.4,55,0,0,4,170,5,5
7875,8,76932,1,1,180,2014,375000.0,4,4,5,1197.0,22.41,86,0,0,1,170,4,5
7876,7,60000,0,1,122,2020,1400000.0,4,5,5,1451.0,13.96,86,3,0,4,170,5,5
7877,7,89912,0,1,183,2019,703000.0,1,0,5,1248.0,24.3,86,3,0,4,172,5,5
7878,8,102813,1,1,63,2014,364000.0,1,0,5,1498.0,26.0,110,3,0,4,190,4,5
7879,8,55155,1,1,63,2015,450000.0,1,5,5,1498.0,26.0,116,3,0,4,190,4,5
7881,2,70000,1,1,77,2018,392000.0,4,4,5,1197.0,18.9,66,0,0,4,165,5,5
7882,7,123153,0,2,285,2018,2700000.0,1,0,7,2755.0,15.04,14,3,0,4,157,5,5
7883,2,40000,1,2,89,2013,300000.0,4,5,5,1197.0,20.36,86,0,0,4,170,4,5
7884,7,10830,1,1,101,2021,2475000.0,1,0,5,1956.0,17.1,134,3,0,4,170,5,5
7885,8,50000,1,1,86,2018,860000.0,4,5,5,1591.0,17.0,86,0,0,4,170,4,5
7886,8,64846,0,2,3,2017,2000000.0,1,0,5,1968.0,18.25,138,3,0,4,237,4,5
7887,8,49100,0,1,4,2018,2850000.0,1,0,5,1968.0,18.53,8,3,0,4,232,4,5
7888,7,90089,0,1,203,2014,2500000.0,1,0,7,2987.0,11.3,138,3,0,4,220,5,5
7889,8,63950,1,1,63,2014,372000.0,4,0,5,1497.0,17.4,110,0,0,4,195,4,5
7890,8,22990,0,2,63,2018,915000.0,4,0,5,1497.0,18.0,86,0,0,4,178,4,5
7891,8,15077,0,2,200,2016,2749000.0,1,0,5,2987.0,13.0,138,0,0,4,250,4,5
7892,8,69273,1,1,180,2014,323000.0,4,0,5,1197.0,22.41,9,0,0,1,170,4,5
7893,7,75865,1,1,50,2014,422000.0,4,0,5,999.0,18.88,86,3,0,4,190,5,5
7894,4,4066,1,1,105,2022,1299000.0,4,0,7,1353.0,19.26500376081233,9,0,0,1,170,5,5
7895,7,67092,1,1,107,2019,1052000.0,4,4,5,1353.0,16.8,8,0,0,1,170,5,5
7896,2,38000,1,1,90,2012,228000.0,4,0,5,1197.0,18.6,57,0,0,4,170,5,5
7897,8,78121,1,1,86,2012,312000.0,1,5,5,1582.0,22.32,86,0,0,4,170,4,5
7898,8,99103,1,1,59,2014,276000.0,1,5,5,1498.0,25.8,86,3,0,4,170,4,5
7899,2,40000,1,1,273,2016,300000.0,4,5,5,1199.0,23.84,9,0,0,4,150,5,5
7900,7,9000,1,1,73,2022,1599000.0,1,0,5,1493.0,19.26500376081233,60,3,0,4,170,5,5
7901,7,10100,0,1,20,2020,3499000.0,1,5,5,1995.0,17.05,138,3,0,4,205,5,5
7902,2,27119,1,1,77,2018,425000.0,4,0,5,1197.0,18.9,116,0,0,4,165,5,5
7903,7,10000,0,1,85,2022,1000000.0,4,5,5,998.0,18.15,86,3,0,1,170,5,5
7904,4,57000,1,1,67,2014,399000.0,1,0,7,1498.0,24.2,57,3,0,4,165,5,5
7905,2,38000,1,1,77,2017,395000.0,4,0,5,1197.0,18.9,66,0,0,4,165,5,5
7906,7,50000,0,1,147,2019,1350000.0,1,5,7,2179.0,15.1,86,3,0,4,144,5,5
7907,2,70000,1,1,54,2010,168000.0,4,5,5,1196.0,15.6,50,0,0,4,148,5,5
7908,7,40000,0,2,107,2020,1600000.0,4,5,5,1353.0,16.5,86,3,0,1,170,5,5
7909,7,10891,1,1,128,2022,978000.0,1,6,7,1493.0,17.29,56,3,0,4,170,5,5
7910,2,29558,1,1,273,2021,415000.00000000006,4,4,5,1199.0,19.01,110,0,0,1,170,5,5
7911,7,18000,0,1,101,2020,1700000.0,1,5,5,1956.0,17.1,110,3,0,4,170,5,5
7912,2,29412,1,1,157,2018,489000.0,4,5,5,1197.0,21.4,9,0,0,4,180,5,5
7913,2,59037,1,1,77,2015,287000.0,1,4,5,1120.0,24.0,140,0,0,4,157,5,5
7914,8,10000,0,2,197,2022,5300000.0,1,5,5,1993.0,23.0,86,3,0,4,245,5,5
7915,7,73072,0,1,265,2020,951000.0,1,4,5,1497.0,22.07,56,3,0,4,170,5,5
7916,2,37100,1,2,184,2014,255000.0,4,0,5,998.0,21.79,50,0,0,4,170,5,5
7917,2,61113,0,1,157,2019,663000.0,4,6,5,1197.0,21.4,9,0,0,4,180,5,5
7918,2,47606,1,1,155,2013,179000.0,4,4,5,796.0,22.05,9,0,0,4,170,5,5
7919,7,30000,1,1,73,2019,1350000.0,1,5,5,1582.0,19.67,86,3,0,4,190,5,5
7920,2,80000,0,1,160,2015,300000.0,4,5,5,998.0,23.1,86,0,0,4,150,5,5
7921,8,40000,0,1,197,2013,900000.0,1,5,5,2143.0,19.27,86,3,0,4,233,4,5
7922,7,27000,1,1,101,2019,1550000.0,1,4,5,1956.0,17.1,110,3,0,4,170,5,5
7923,7,80000,1,1,147,2019,1350000.0,1,5,7,2179.0,15.1,86,3,0,4,170,5,5
7924,8,30000,1,1,278,2015,325000.0,4,5,5,1193.0,17.57,86,3,0,4,154,4,5
7925,7,70000,1,1,147,2018,1250000.0,1,5,7,2179.0,15.1,86,3,0,4,170,5,5
7927,8,20000,1,1,180,2021,760000.0,4,5,5,1197.0,22.41,86,0,0,1,170,4,5
7928,8,86947,0,2,3,2014,1000000.0,1,0,5,1968.0,16.55,8,3,0,4,210,4,5
7929,7,17466,1,1,265,2020,754000.0,4,4,5,1198.0,17.0,86,3,0,4,154,5,5
7930,7,32844,1,2,69,2017,591000.0,4,4,5,1199.0,17.5,116,0,0,1,164,5,5
7931,4,30000,1,1,186,2020,1050000.0,4,5,6,1462.0,19.01,86,0,0,4,170,5,5
7932,2,78075,1,1,284,2011,192000.0,4,0,5,1197.0,18.3,116,0,0,4,170,4,5
7933,8,36937,1,1,63,2019,679000.0,4,0,5,1497.0,17.4,86,0,0,4,189,4,5
7934,7,50000,1,1,69,2017,600000.0,4,5,5,1199.0,17.5,48,0,0,1,164,5,5
7935,8,25314,0,2,86,2018,810000.0,4,4,5,1591.0,17.0,86,0,0,4,158,4,5
7936,7,51620,0,2,114,2018,3400000.0,1,4,5,1999.0,15.68,138,3,0,4,195,5,5
7937,8,93097,1,1,305,2012,287000.0,4,4,5,1598.0,15.04,9,0,0,4,185,4,5
7938,2,76672,1,3,184,2010,140000.0,4,4,5,998.0,18.9,116,0,0,4,170,4,5
7939,8,42000,1,2,63,2015,525000.0,1,4,5,1498.0,25.1,66,3,0,4,190,4,5
7940,8,44226,0,3,18,2018,3900000.0,1,0,4,2993.0,17.09,138,3,0,4,170,4,5
7941,8,30000,1,2,52,2009,120000.0,4,5,5,1596.0,15.3,116,0,0,4,170,4,5
7942,2,40000,1,1,300,2013,200000.0,4,5,5,1198.0,16.47,86,0,0,4,165,5,5
7943,7,13400,0,1,103,2022,3250000.0,1,5,7,1956.0,15.7,56,3,0,4,198,5,5
7944,2,19720,1,1,238,2019,340000.0,4,0,5,999.0,23.01,14,0,0,4,155,5,5
7945,7,4732,0,1,170,2023,1900000.0,4,0,5,1490.0,27.97,9,0,0,4,170,5,5
7946,7,38380,0,1,123,2021,1500000.0,4,0,6,1451.0,11.67,8,3,0,4,170,5,5
7947,7,67357,1,1,138,2010,295000.0,1,0,9,2179.0,12.05,56,3,0,4,170,5,5
7948,2,40000,1,1,188,2010,99000.0,4,5,5,998.0,19.0,86,0,0,4,160,5,5
7949,2,35912,1,1,273,2019,357000.0,4,5,5,1199.0,23.84,138,0,0,4,150,5,5
7950,2,22343,1,1,157,2019,544000.0,4,4,5,1197.0,21.4,9,0,0,4,180,5,5
7951,2,10000,1,1,74,2013,210000.0,4,5,5,814.0,21.1,86,0,0,4,135,5,5
7952,7,85735,1,2,236,2015,413000.0,1,4,5,1461.0,19.64,8,3,0,4,168,5,5
7953,2,42792,1,1,156,2011,140000.0,4,0,5,998.0,24.39,84,0,0,4,170,5,5
7954,7,42503,1,1,138,2020,1195000.0,1,0,7,2179.0,19.26500376081233,138,3,0,4,170,5,5
7955,2,96609,1,2,175,2011,140000.0,4,0,5,1197.0,18.5,14,0,0,4,156,5,5
7956,2,78990,1,1,66,2015,250000.0,1,5,5,1498.0,27.3,116,3,0,4,172,5,5
7957,8,51618,1,2,63,2016,429000.0,4,0,5,1497.0,17.8,86,0,0,4,195,4,5
7958,7,83508,1,2,147,2019,1111000.0,1,5,7,2179.0,15.1,9,3,0,4,170,5,5
7959,2,40000,1,1,82,2007,100000.0,4,5,5,1086.0,17.92,86,0,0,4,170,5,5
7960,8,60000,0,2,251,2010,265000.0,4,5,5,1798.0,12.6,86,3,0,4,170,4,5
7961,7,25000,0,1,146,2021,1025000.0,4,5,5,1197.0,16.5,110,3,0,4,170,5,5
7962,2,14636,1,1,90,2022,855000.0000000001,4,0,5,1197.0,21.0,9,0,0,1,170,5,5
7963,7,80000,1,2,147,2016,700000.0,1,5,7,2179.0,16.0,86,3,0,4,185,5,5
7964,8,20000,0,1,59,2021,830000.0000000001,4,5,5,1199.0,18.3,86,0,0,1,170,4,5
7965,8,20000,1,1,72,2020,691000.0,4,5,5,1197.0,20.5,138,0,0,1,170,4,5
7966,8,13000,1,1,86,2018,799000.0,4,4,5,1591.0,17.0,14,0,0,4,170,4,5
7967,7,22000,1,1,101,2019,1550000.0,1,4,5,1956.0,17.1,138,3,0,4,170,5,5
7968,8,20000,1,1,180,2021,750000.0,4,5,5,1197.0,22.41,86,0,0,1,170,4,5
7969,2,59005,1,1,82,2014,178000.0,4,4,5,1086.0,17.92,138,0,0,4,170,5,5
7970,2,71156,1,2,179,2010,163000.0,4,4,5,1197.0,22.38,86,0,0,1,170,5,5
7971,8,50000,1,1,63,2018,662000.0,4,0,5,1497.0,17.4,51,0,0,4,189,4,5
7972,2,2707,1,1,155,2019,280000.0,4,5,5,796.0,22.05,138,0,0,4,170,5,5
7973,2,78211,1,1,81,2020,372000.0,4,4,5,1086.0,20.3,138,0,0,1,170,5,5
7974,8,67793,1,1,86,2017,600000.0,1,5,5,1582.0,22.0,116,3,0,4,170,4,5
7975,2,48548,1,1,273,2017,311000.0,1,4,5,1047.0,27.28,138,3,0,4,150,5,5
7976,8,150000,1,1,53,2013,200000.0,1,5,5,1399.0,19.68,86,3,0,4,165,4,5
7977,2,46559,1,1,153,2010,162000.0,4,4,5,998.0,19.0,9,0,0,4,170,5,5
7978,7,93177,1,1,73,2015,527000.0,4,0,5,1591.0,15.29,9,0,0,4,165,5,5
7979,8,60000,0,3,75,2017,800000.0,1,5,5,1582.0,18.23,86,3,0,4,191,4,5
7980,7,60001,0,1,206,2017,2750000.0,1,0,5,2143.0,17.9,14,3,0,4,210,5,5
7981,2,45000,1,1,179,2014,299000.0,4,0,5,1197.0,18.6,57,0,0,4,160,5,5
7982,8,10000,0,1,72,2022,725000.0,4,5,5,1197.0,20.1,110,0,0,1,170,4,5
7983,8,40000,1,3,86,2018,600000.0,4,5,5,1368.0,19.1,8,0,0,4,170,4,5
7984,8,38506,0,1,86,2019,900000.0,1,5,5,1582.0,22.0,57,3,0,4,170,4,5
7985,8,60000,1,1,59,2015,275000.0,4,5,5,1198.0,18.0,86,0,0,4,160,4,5
7986,2,10000,0,1,238,2021,480000.0,4,5,5,999.0,22.0,14,0,0,1,170,5,5
7987,2,50000,1,1,89,2008,130000.0,4,5,5,1086.0,19.81,116,0,0,4,165,5,5
7988,2,28000,1,1,160,2017,325000.0,4,0,5,998.0,23.1,110,0,0,4,150,5,5
7989,2,49342,1,2,89,2011,157000.0,4,4,5,1086.0,19.81,110,0,0,4,170,5,5
7990,2,76725,1,2,89,2010,177000.0,4,4,5,1197.0,20.36,110,0,0,4,170,4,5
7991,2,80000,1,2,153,2009,100000.0,4,5,5,998.0,19.0,86,0,0,4,170,5,5
7992,7,83234,1,1,265,2018,510000.0,1,5,5,1497.0,21.5,110,3,0,4,154,5,5
7993,7,9595,1,1,239,2021,712000.0,4,5,5,999.0,19.17,138,0,0,1,170,5,5
7994,2,30000,1,1,157,2018,500000.0,4,5,5,1197.0,21.4,86,0,0,4,180,5,5
7995,7,6948,1,1,239,2021,811000.0,4,0,5,999.0,20.5,9,3,0,1,170,5,5
7996,7,45000,1,1,50,2015,425000.0,4,0,5,999.0,18.88,138,3,0,4,190,5,5
7997,2,9943,0,1,78,2022,694000.0,4,0,5,1197.0,20.7,9,0,0,1,170,5,5
7998,2,31062,1,3,155,2013,170000.0,4,0,5,796.0,22.74,57,0,0,4,140,5,5
7999,2,40000,1,2,238,2017,255000.0,4,5,5,999.0,23.01,86,0,0,4,155,5,5
8000,2,57000,1,2,89,2010,185000.0,4,5,5,1197.0,20.36,50,0,0,4,170,4,5
8001,8,60000,0,1,29,2011,350000.0,1,5,5,1991.0,18.1,8,0,0,4,170,5,5
8002,7,23000,1,1,73,2019,1025000.0,4,0,5,1591.0,15.29,138,0,0,4,185,5,5
8003,2,50000,1,1,77,2018,430000.0,1,5,5,1186.0,24.0,86,0,0,4,151,5,5
8004,8,30000,0,2,63,2020,850000.0,4,5,5,1497.0,17.4,86,0,0,4,178,4,5
8005,7,55000,1,1,147,2018,1049000.0,1,0,7,2179.0,16.0,116,3,0,4,185,5,5
